V1,V2,V3,V4
113105465FST,ST BK LIVINGSTFIRST STATE BANK     ,Y,Y
113106532LOVELADY,STATE BK LOVELADY STATE BANK     ,Y,SN20060929
113106833FIRST,"SHINER FIRST NATIONAL BANK OF SHINER, THE   ",Y,N20120131
113106985SPIRIT,"OF TEXAS BKSPIRIT OF TEXAS BANK, SSB   ",Y,N20081119
113107162ANAHUAC,NATL ANAHUAC NATIONAL BANK      ,Y,N20131108
113109128SEC,STATE ANAHUAC SECURITY STATE BANK     ,Y,N
113109131FIRST,ANDERSON FIRST NATIONAL BANK      ,Y,N
113109377FIRST,ST BEDIAS FIRST STATE BANK OF BEDIAS   ,Y,Y19990618
113109830BURTON,STATE BK BURTON STATE BANK     ,Y,N20050224
113109898CARMINE,STATE BK CARMINE STATE BANK     ,Y,N
113109982CHAPPELL,HILL BK CHAPPELL HILL BANK     ,Y,N
113110256TEXAS,FIRST BANK TEXAS FIRST BANK     ,Y,Y20110512
113110641CITIZENS,ST GANADOCITIZENS STATE BANK      ,Y,SN20100727
113110654BRAZO,N/B RICHWOODBRAZOS NATIONAL BANK      ,Y,N20120606
113110984CITIZENS,CROCKETT CITIZENS NATIONAL BANK      ,Y,Y
113111077INDUSTRY,STATE BK INDUSTRY STATE BANK     ,Y,Y
113111983COMMUNITYBANK,"TX COMMUNITYBANK OF TEXAS, NA     ",Y,Y20130823
113113392WALLIS,ST BK WALLIS STATE BANK     ,Y,Y
113113868FIRST,NATL TRINITYFIRST NATIONAL BANK      ,Y,SY20100305
113114294COMM,"NACOGDOCHES COMMERCIAL BANK OF TEXAS, N.A.    ",N,Y20150702
113114647FFIN,"ABILENE FIRST FINANCIAL BANK, N.A.     ",Y,Y20150731
113114896ROUND,TOP STATE ROUND TOP STATE BANK    ,Y,Y
113115235FST,ST COLUMBUS FIRST STATE BANK     ,Y,Y
113115484TEX,"GULF FREEPORT TEXAS GULF BANK, N.A.    ",Y,Y20141203
113115617TEX,NATL JAX TEXAS NATIONAL BANK     ,Y,Y20110128
113116056FIRST,LIBERTY NATLFIRST LIBERTY NATIONAL BANK     ,Y,Y
113117194BRENHAM,"NATL BANK BRENHAM NATIONAL BANK, THE    ",Y,Y20100106
113117411FAYETTEVILLE,BK FAYETTEVILLE BANK       ,Y,Y19990604
113118342CITIZEN,ST CORR CITIZENS STATE BANK     ,Y,Y
113119105CIT,ST WOODVILLE CITIZENS STATE BANK     ,Y,Y
113119396CITIZENS,1ST BK CITIZENS 1ST BANK     ,Y,Y20121002
113119985SOUTHSTAR,"MOULTON SOUTHSTAR BANK, S.S.B.      ",Y,N20150107
113120291PEOPLES,ST-SHEP PEOPLES STATE BANK      ,Y,N20131112
113121135TX,ST JOAQUIN TEXAS STATE BANK     ,Y,Y20100811
113122082FST,ST-HEMPHILL FIRST STATE BANK      ,N,Y19990603
113122655PROSPERITY,BK ELCAPROSPERITY BANK       ,Y,Y20010720
113122804FIRST,B&T DIBOLL FIRST BANK AND TRUST EAST TEXAS  ,Y,Y20091204
113123065FST,ST LOUISE FIRST STATE BANK     ,Y,Y
113123162FIRST,PORT LAVACA FIRST NATIONAL BANK     ,Y,Y
113123366FIRST,ST BK CLUTE FIRST STATE BANK    ,Y,Y
113123528BRIDGE,CI ST BRIDGBRIDGE CITY STATE BANK    ,Y,N20000406
113123560FIRST,JASPER FIRST NATIONAL BANK OF JASPER    ,Y,Y20110804
113123573PEARLAND,STATE BK PEARLAND STATE BANK     ,Y,Y
113123654FIRST,ALVIN FIRST NATIONAL BANK      ,Y,Y
113123667HUNTINGTON,ST BK HUNTINGTON STATE BANK     ,Y,Y
113124446BK,OF BRENHAM BANK OF BRENHAM NA    ,Y,N20010731
113125254BK,AND TR BRY-COLLBANK AND TRUST OF BRYAN-COLLEGE STAT  ,Y,Y20100108
113125380FIRST,"COMM BK , NAFIRST COMMUNITY BANK, N.A.   ",Y,Y20090708
113125445TX,"ADVANTAGE COMM TEXAS ADVANTAGE COMMUNITY BANK, NA   ",Y,SN20061222
113125995AMER,MOMENTUM BK AMERICAN MOMENTUM BANK     ,Y,N20120619
113193532CITIBANK,"CITIBANK, N.A.        ",Y,N20141107
113194162TEXAN,BANK TEXAN BANK       ,Y,N20150220
113194256BK,& TR OF BRYAN BANK AND TRUST OF BRYAN-COLLEGE STAT,Y,N20100219
114000093FROST,BANK FROST BANK       ,Y,Y20140814
114000653BOA,"MILITARY SANT BANK OF AMERICA, N.A., MILITARY BANK  ",Y,N20031113
114000721FRB,SAN ANTONIO FEDERAL RESERVE BANK     ,Y,Y20001026
114000763JEFFERSON,BK SA JEFFERSON BANK      ,Y,Y20070309
114011011TEXAS,COMNTY BK TEXAS COMMUNITY BANK     ,Y,N20131223
114017112TEXSTAR,NATL BANK TEXSTAR NATIONAL BANK     ,Y,N20040120
114017714BOA,MILITARY OVSEABANK OF AMERICA MILITARY BK OVERSEAS   ,Y,N20060417
114021933BROADWAY,SA BROADWAY NATIONAL BANK      ,Y,Y
114024260LONE,"STAR CAP BKNALONE STAR CAPITAL BANK, NA   ",Y,Y20121002
114025641BK,"SAN ANTONIO TX BANK OF SAN ANTONIO, THE  ",Y,N20100106
114900164TX,COMP AUSTIN TEXAS COMPTROLLER OF PUBLIC ACCOUNTS   ,Y,Y
114900313LAREDO,NATL COMPASS BANK       ,Y,N20081229
114901370BANK,"& TRUST SSB BANK & TRUST, SSB, THE  ",Y,Y20090303
114901859CITY,"NATL TAYLOR CITY NATIONAL BANK OF TAYLOR, THE  ",Y,Y20131104
114902227YOAKUM,NATL YOAKUM NATIONAL BANK      ,Y,Y
114902405FIRST,ST UVALDE FIRST STATE BANK     ,Y,Y
114902528IBC,LAREDO INTERNATIONAL BANK OF COMMERCE     ,Y,Y
114902560VALUEBANK,TEX CC VALUEBANK TEXAS      ,Y,Y
114902683FST,ST SAN DIEGO FIRST STATE BANK OF SAN DIEGO ,Y,N20000809
114902777FIRST,BEEVILLE FIRST NATIONAL BANK      ,Y,Y
114903103FIRST,TX GEORGETWNFIRST TEXAS BANK      ,Y,Y
114903174HONDO,"NATL HONDO NATIONAL BANK, THE     ",Y,Y20130514
114903213FIRST,LOCKHART FIRST-LOCKHART NATIONAL BANK      ,Y,Y
114903284AMERICAN,"BK N.A AMERICAN BANK, N.A.     ",Y,Y
114904461STOCKMENS,COTULLA STOCKMENS NATIONAL BANK      ,Y,N
114904775SEC,ST PEARSALL SECURITY STATE BANK     ,Y,Y
114904953FIRST,BASTROP FIRST NATIONAL BANK      ,Y,Y
114905499COMMERCIAL,"MASON COMMERCIAL BANK, THE      ",Y,Y20150121
114905509MASON,BANK MASON BANK       ,Y,Y20130103
114907387FST,ST BURNET FIRST STATE BANK OF BURNET   ,Y,Y20000809
114907633CITIZENS,ST ROMA CITIZENS STATE BANK     ,Y,Y19990714
114908289FIRST,"COMMUNITY BKFIRST COMMUNITY BANK, NA     ",Y,Y20100225
114909013COMPASS,BK MCALLENCOMPASS BANK       ,Y,N20081017
114909165COMMUNITY,HONDO COMMUNITY NATIONAL BANK      ,Y,N20131107
114909482BLANCO,NATL BLANCO NATIONAL BANK      ,Y,Y
114909903COMMERCE,LAREDO COMMERCE BANK       ,N,Y20141107
114910222ZAVALA,COUNTY BK ZAVALA COUNTY BANK     ,Y,N
114910523FALLS,CITY NATL FALLS CITY NATIONAL BANK    ,Y,N20131107
114910565UNION,ST FLORENCE UNION STATE BANK     ,Y,Y19990714
114910918ATASCOSA,PLEASANTNATASCOSA NATIONAL BANK       ,Y,SN20090729
114911234KARNES,CO NATL KARNES COUNTY NATIONAL BANK    ,Y,SY20090202
114911506LLANO,NATIONAL LLANO NATIONAL BANK      ,Y,Y
114911519LYTLE,ST BK LYTLE STATE BANK     ,Y,Y19990729
114911577MARION,ST BK MARION STATE BANK     ,Y,N20000411
114911580IBC,BROWNSVILLE INTERNATIONAL BANK OF COMMERCE     ,N,Y20030718
114911687LONE,STAR PHARR LONE STAR NATIONAL BANK    ,Y,Y
114911807FIRST,ALICE FIRST COMMUNITY BANK      ,Y,N20020621
114912220FIRST,"COMM SEGUIN FIRST COMMERCIAL BANK, N.A.    ",Y,Y
114912589VANTAGE,BANK TX VANTAGE BANK TEXAS     ,Y,Y20130806
114912686KLEBERG,"BANK, N.A.KLEBERG BANK, N.A.      ",Y,Y20140709
114913711SAGE,"CAPITAL SAGE CAPITAL BANK, N.A.     ",Y,Y20090714
114914710FIRST,WOODSBORO FIRST NATIONAL BANK OF WOODSBORO    ,Y,Y20000809
114914723BANK,OF ALICE TEXAS CHAMPION BANK     ,Y,N20050513
114914817SCHWERTNER,ST BK SCHWERTNER STATE BANK     ,Y,N
114915272INTL,BK MCALLEN INTER NATIONAL BANK     ,Y,Y
114915447RIO,NATL MCALLEN RIO BANK      ,Y,Y20020603
114915803FALCON,NB LAREDO FALCON INTERNATIONAL BANK     ,Y,Y20000216
114916019FIRST,"HEBBRONVILLEFIRST NATL BANK OF HEBBRONVILLE, THE    ",Y,N20131108
114916103SCHERTZ,B&T SCHERTZ BANK & TRUST     ,N,Y19991021
114916488CITZ,STATE LULING CITIZENS STATE BANK     ,Y,N20131107
114916705FST,ST THREE RIVERFIRST STATE BANK     ,Y,N
114917092LONE,"STAR CAPITAL LONE STAR CAPITAL BANK, NA   ",Y,N20130830
114917157BK,OF SOUTH TX BANK OF SOUTH TEXAS   ,Y,N20140407
114917335TEXAS,REGIONAL BK TEXAS REGIONAL BANK     ,Y,Y20131118
114917814ABC,AUSTIN AMERICAN BANK OF COMMERCE     ,Y,N20031023
114917908SOUTHTRUST,"BK, N.ASOUTHTRUST BANK, N.A.      ",Y,N20131119
114918305BANDERA,BK BANDERA BANK       ,Y,N
114919676FIRST,FALFURRIAS FIRST NATIONAL BANK      ,Y,Y
114920128TEXAS,NB MERCEDESTEXAS NATIONAL BANK      ,Y,Y20071108
114920526ARROWHEAD,BK LLANOARROWHEAD BANK       ,Y,N20131108
114921415PLAINSCAPITAL,BANKPLAINSCAPITAL BANK        ,Y,N20141107
114921622COMMERCE,BANK TEXACOMMERCE BANK TEXAS      ,Y,N20080916
114921761JUNCTION,NATL JUNCTION NATIONAL BANK      ,Y,Y19991027
114921949SECURITY,ST FRED SECURITY STATE BANK & TRUST   ,Y,Y
114921981JOURDANTON,ST BK JOURDANTON STATE BANK     ,Y,Y20000309
114922090JOHNSON,CITY BK JOHNSON CITY BANK     ,Y,N
114922142ELSA,ST B&T ELSA STATE BANK & TRUST CO  ,Y,Y
114922265FST,ST ODEM FIRST STATE BANK OF ODEM   ,Y,Y20101102
114922430FIRST,ST JUNCTION FIRST STATE BANK     ,Y,N20000405
114923329BRUSH,COUNTRY BANKBRUSH COUNTRY BANK      ,Y,Y20081125
114923756ZAPATA,NATL ZAPATA NATIONAL BANK      ,Y,N20150312
114923976CHARTER,BK CC CHARTER BANK      ,Y,Y20011105
114924690CAPITAL,BANK OF TXCAPITAL BANK OF TEXAS    ,Y,N20030509
114924700FARM,"CREDIT BK, TXFARM CREDIT BANK OF TEXAS   ",Y,Y20090302
114924810TEXAS,COMM BK TEXAS COMMUNITY BANK     ,Y,N20140220
114925615BUSINESS,"BK TX BUSINESS BANK OF TEXAS, N.A.   ",Y,N20140729
114925864GUADALUPE,NAT BK GUADALUPE NATIONAL BANK     ,Y,SN20080320
114994031AUSTIN,CAP BK SSB AUSTIN CAPITAL BANK SSB   ,Y,N20140919
114994109PIONEER,"BANK SSB PIONEER BANK, SSB     ",N,Y20091030
116312873COMMUNITY,MIDLAND COMMUNITY NATIONAL BANK      ,Y,Y
116324201FIRSTCAPITAL,"BANK FIRSTCAPITAL BANK OF TEXAS, N.A.    ",Y,N20100720
121000248WELLS,"FARGO NA WELLS FARGO BANK, NA    ",Y,Y20140203
121000358BK,"AM SF BANK OF AMERICA, N.A., CA   ",Y,N20141107
121000374FRB,SF FEDERAL RESERVE BK OF SAN FRANCISCO   ,Y,Y
121000701FHLB,SF FEDERAL HOME LOAN BANK OF SF   ,Y,N20141107
121001865EW,BK SMRINO EAST WEST BANK     ,Y,N20141107
121002042CA,BK TR SF CALIFORNIA BANK AND TRUST   ,Y,N20141107
121027234BANQ,NATL PARIS SFBNP PARIBAS      ,Y,SN20030409
121029672BK,ORIENT SF BANK OF THE ORIENT    ,Y,Y
121031673AM,CA BK SF AMERICA CALIFORNIA BANK    ,Y,Y
121032274SHANG,"COML BK SF SHANGHAI COMMERCIAL BANK, LTD (SF)  ",Y,N
121037240HANMI,BANK HANMI BANK       ,Y,N20040809
121037266BK,INDIA SF BANK OF INDIA     ,Y,SN
121038265CA,PAC BK SF CALIFORNIA PACIFIC BANK    ,Y,Y
121038773MISS,NATL BK SF MISSION NATIONAL BANK    ,Y,Y
121039484NAN,"COML BK LTD SFNANYANG COMMERCIAL BANK, LTD   ",Y,N
121040169BK,GUAM SF BANK OF GUAM     ,Y,N20061207
121040350CTBC,USA LA CA CTBC BANK CORP (USA)   ,Y,SN20130822
121040554BK,"E ASIA USA NCR INDUSTRIAL & COMM. BNK OF CHINA,",Y,N20141107
121040651TRAN,PAC NATL SF TRANS PACIFIC NATIONAL BANK   ,Y,Y
121041210CATALYST,CORP FCU CATALYST CORPORATE FCU     ,Y,N20130322
121042222NORTHERN,TR CA SF THE NORTHERN TRUST COMPANY   ,Y,N20120913
121042484PAC,COS BKRS BK SFPACIFIC COAST BANKERS' BANK   ,Y,Y20120731
121044055BK,OF SAN FRAN BANK OF SAN FRANCISCO   ,Y,N20050801
121044356PRESIDIO,BANK SF PRESIDIO BANK      ,Y,N20060724
121044369NEW,RESOURCE BK SFNEW RESOURCE BANK     ,Y,Y20140429
121045009JPMORGAN,"BT CO SF JPMORGAN BANK & TRUST CO, NA ",Y,Y20080818
121045106FST,REP BK SF FIRST REPUBLIC BANK    ,Y,Y20100701
121045122BLACKROCK,INST TR BLACKROCK INSTITUTIONAL TRUST CO NA   ,Y,N20100614
121081872STERLING,"SVGS B&T STERLING BANK & TRUST, F.S.B.   ",Y,N20100412
121100782BK,WEST WAL CRK BANK OF THE WEST (CA)  ,Y,Y20120316
121101037BK,STOC STOC BANK OF STOCKTON     ,Y,Y
121101189FST,NB NO CA SO SFFIRST NATIONAL BANK OF NORTHERN CA,Y,Y20130830
121101985EXCH,BK S ROSA EXCHANGE BANK     ,Y,Y
121102036MECH,BK RICH MECHANICS BANK      ,Y,Y20080724
121104063SVGS,BK MENCNTY UKSAVINGS BANK OF MENDOCINO COUNTY   ,Y,Y
121105156FST,NO BK DIXON FIRST NORTHERN BANK OF DIXON  ,Y,Y
121106252SCO,VLY BK YRE SCOTT VALLEY BANK    ,Y,Y
121106540BK,RIO VISTA BANK OF RIO VISTA    ,Y,Y
121106906SVGS,BK MENCNTY UKSAVINGS BANK OF MENDOCINO COUNTY   ,Y,N20101206
121107882FRE,BK FRE FREMONT BANK      ,Y,Y
121108441F,M BK LODI FARMERS & MERCHANTS BK OF CENTRAL CA,Y,Y20050718
121109518MERC,NATL BK SAC MERCHANTS NATIONAL BK OF SACRAMENTO  ,Y,Y20050919
121122676US,"BK CA AUB US BANK, NA    ",Y,N20141107
121125660BAC,COMNTY BK STOCBAC COMMUNITY BANK     ,Y,Y20150601
121132394TRI,CNTY BK CHICO TRI COUNTIES BANK    ,Y,N20141029
121132682EW,BK SMRINO EAST WEST BANK     ,Y,N20100422
121132983DELTA,"BANK MAN DELTA BANK, NA     ",Y,Y20070828
121133416RIV,CITY BK SAC RIVER CITY BANK    ,Y,Y
121135045TRI,CNTY BK CHICO TRI COUNTIES BANK    ,Y,Y
121135773HERITAGE,BK COMM HERITAGE BANK OF COMMERCE    ,Y,N20141107
121136785UMPQUA,BANK UMPQUA BANK       ,Y,N20141107
121136808MONT,CNTY BK MONT MONTEREY COUNTY BANK    ,Y,Y20130827
121137027BK,SIERRA PORTER BANK OF THE SIERRA    ,Y,Y
121137522COMERICA,SCO VLY COMERICA BANK      ,Y,N20141107
121137726CNTRL,VAL COM BK CENTRAL VALLEY COMMUNITY BANK   ,Y,Y20080118
121137797BOSTON,PRIV BOREL BOSTON PRIVATE BOREL     ,Y,N20120329
121138013FST,REP BK SF FIRST REPUBLIC BANK    ,Y,N20100630
121138288PLUMAS,BK QUIN PLUMAS BANK      ,Y,N20140617
121138958SUMM,BK OAK SUMMIT BANK      ,Y,Y
121138990BBCN,BANK BBCN BANK       ,Y,N20111205
121139122LIB,BK SO SF LIBERTY BANK (CA)    ,Y,Y
121139287RED,BK COMRCE REDDREDDING BANK OF COMMERCE    ,Y,Y
121139685UNION,"LA AKA UBOC MUFG UNION BANK, NA   ",Y,N20141107
121139711COM,"BK CENT CA SALRABOBANK, NA     ",Y,N20141107
121140218WEST,AM BK SUI CY WESTAMERICA BANK    ,Y,Y20010731
121140263AM,RVR BK SAC AMERICAN RIVER BANK    ,Y,Y
121140276WSTRN,SIE BK PLAC UMPQUA BANK     ,Y,N20141107
121140331BK,AMADOR AM RIVERAMERICAN RIVER BANK     ,Y,N20141107
121140399SIL,VLY BK SCLA SILICON VALLEY BANK    ,Y,Y
121140713UNION,"LA AKA UBOC MUFG UNION BANK, NA   ",Y,N20141107
121140742UNION,"LA AKA UBOC MUFG UNION BANK, NA   ",Y,N20141107
121140823LK,COMM BK LK UMPQUA BANK     ,Y,N20141107
121140933UMPQUA,BANK UMPQUA BANK       ,Y,N20141107
121141042VINT,BK NAPA UMPQUA BANK      ,Y,N20141107
121141107UMPQUA,BANK UMPQUA BANK       ,Y,N20150410
121141343METRO,OAK METROPOLITAN BANK       ,Y,Y
121141398GOLDEN,"PACIFIC BK GOLDEN PACIFIC BANK, NA    ",Y,N20130325
121141482RABOBANK,"NA RABOBANK, NA       ",Y,N20110628
121141495UTD,SEC FRES UNITED SECURITY BANK     ,Y,Y20040427
121141738TRI,CNTY BK CHICO TRI COUNTIES BANK    ,Y,N20141107
121141754MEGA,ICBC SJ MEGA INTERNATIONAL COMMERCIAL BANK    ,Y,N20070620
121141819UMPQUA,BK UMPQUA BANK       ,Y,N20141107
121141822BK,"OF AMERICA CA BANK OF AMERICA CALIFORNIA, NA  ",Y,SN20110324
121141877BK,MARIN NOV BANK OF MARIN     ,Y,Y20140307
121141974NO,COAST BK S ROSAAMERICAN RIVER BANK    ,Y,N20141107
121142025RABOBANK,"NA RABOBANK, NA       ",Y,N20110919
121142119OAK,VLY COMM OAKD OAK VALLEY COMMUNITY BANK   ,Y,N20130325
121142258GBC,INTL BANK LA GBC INTERNATIONAL BANK    ,Y,N20111021
121142287HER,BK COMRCE SJ HERITAGE BANK OF COMMERCE   ,Y,Y
121142313TRI,CNTY BK CHICO TRI COUNTIES BANK    ,Y,N20120323
121142397VALLEY,BUSINESS BKVALLEY BUSINESS BANK      ,Y,N20130325
121142407COMM,BK OF BAY OAKCOMMUNITY BANK OF THE BAY  ,Y,Y20100907
121142517CENTRAL,CA BK SON UMPQUA BANK     ,Y,N20141107
121142627AUBURN,COMM BK AUBUMPQUA BANK      ,Y,N20141107
121142698MODESTO,COMRCE BK BANK OF STOCKTON     ,Y,N20141107
121142766TRI,CNTY BK CHICO TRI COUNTIES BANK    ,Y,N20141024
121142779BK,SAC SAC BANK OF SACRAMENTO     ,Y,Y
121142818BBCN,BANK BBCN BANK       ,Y,N20141107
121142850HERITAGE,BK COMM HERITAGE BANK OF COMMERCE    ,Y,N20141107
121142902UMPQUA,BANK UMPQUA BANK       ,Y,N20040727
121143037FIVE,STAR BK ROCK FIVE STAR BANK    ,Y,N19991220
121143040HERITAGE,BK COMM HERITAGE BANK OF COMMERCE    ,Y,N20030110
121143118SOLANO,BK VINTAGE UMPQUA BANK      ,Y,N20070426
121143260BRIDGE,BK SV SCLA WESTERN ALLIANCE BANK    ,Y,Y20150630
121143273PREMIER,VLY BK FREPREMIER VALLEY BANK     ,Y,Y20010601
121143312HANMI,BANK HANMI BANK       ,Y,N20040809
121143383RABOBANK,"NA RABOBANK, NA       ",Y,N20100910
121143532HANMI,BANK HANMI BANK       ,Y,N20030211
121143558UNITED,AMERICAN BKUNITED AMERICAN BANK      ,Y,Y20150807
121143626AVIDBANK,AVIDBANK         ,Y,Y20110331
121143697DIABLO,VALLEY BANKHERITAGE BANK OF COMMERCE     ,Y,N20070621
121143736SANTA,CRUZ COUNTY SANTA CRUZ COUNTY BANK    ,Y,N20040203
121143752REDWOOD,CAPITAL BKREDWOOD CAPITAL BANK      ,Y,N20141107
121143781BAY,COMMERCIAL BK BAY COMMERCIAL BANK     ,Y,N20040720
121143794MOTHER,LODE BK MOTHER LODE BANK     ,Y,N20040730
121143833PACIFIC,VLY BK CA PACIFIC VALLEY BANK    ,Y,Y20090113
121143891FST,COMMUNITY BK FIRST COMMUNITY BANK     ,Y,N20050128
121143985PAN,PAC BK FREMONTPAN PACIFIC BANK     ,Y,N20060403
121144078TRI-VALLEY,BK TRI-VALLEY BANK       ,Y,Y20110629
121144146FRESNO,FIRST BK FRESNO FIRST BANK     ,Y,N20051223
121144191COMM,BUS BK W SAC COMMUNITY BUSINESS BANK   ,Y,N20090804
121144201COMM,1ST BK ROSEVLCOMMUNITY 1ST BANK     ,Y,Y20091007
121144269N,CA NAT BK CHICO NORTHERN CALIFORNIA NATIONAL BANK  ,Y,N20060329
121144272GOLDN,VLY BK CHICOGOLDEN VALLEY BANK     ,Y,Y20110110
121144285BANK,"OF NAPA BANK OF NAPA, NA    ",Y,N20140516
121144311ALTAPACIFIC,BK CA ALTAPACIFIC BANK      ,Y,N20130326
121144418SECURITY,FIRST BK SECURITY FIRST BANK     ,Y,N20150804
121144463TORREY,"PINES BK TORREY PINES BANK, A DIV OF WESTERN ",Y,N20140912
121144476CS,COM BK RED BLF CORNERSTONE COMMUNITY BANK   ,N,Y20090625
121144528FOCUS,BUSNS BK CA FOCUS BUSINESS BANK    ,Y,Y20130425
121144557SIERRA,VISTA BK CASIERRA VISTA BANK     ,N,Y20140515
1211446121ST,CAP BK MONTERY1ST CAPITAL BANK     ,Y,Y20070911
121144625FOLSOM,LAKE BK CA FOLSOM LAKE BANK    ,Y,N20070402
121144696CA,BK COM LAFAYETTCALIFORNIA BANK OF COMMERCE    ,Y,Y20090930
121144845BK,FEATHR RVR YC BANK OF FEATHER RIVER   ,Y,N20071106
121144861LGHT,HSE BK SC CA LIGHTHOUSE BANK    ,Y,N20071029
121144939SUNCREST,BK CA SUNCREST BANK      ,N,Y20091109
121145145SIL,VLY BK PVT BK SILICON VALLEY BANK   ,Y,N20110216
121145174FIVE,STAR BK ROCK FIVE STAR BANK    ,Y,N20120921
121181730UMPQUA,BANK UMPQUA BANK       ,Y,N20141107
121181743PAC,SVC CU PACIFIC SERVICE CU     ,Y,SY20141106
121181798UNION,"LA AKA UBOC MUFG UNION BANK, NA   ",Y,N20140630
121181976TECHNOLOGY,CU TECHNOLOGY CREDIT UNION      ,Y,N20030715
121182056BENEFICIAL,STATE BENEFICIAL STATE BANK      ,Y,N20140904
121201652COL,"BK RENO US BANK, NA     ",Y,N20140303
121201694US,"BK NEV RENO US BANK, NA    ",Y,N20141107
121201814HER,BK NV RENO HERITAGE BANK OF NEVADA   ,Y,Y
121202062WESTERN,ALLIANCE WESTERN ALLIANCE BANK      ,Y,N20110328
121202185UMPQUA,BANK UMPQUA BANK       ,Y,N20101018
121202211CHARLES,SCHWAB BK CHARLES SCHWAB BANK     ,Y,Y20071228
121281892FARM,BUREAU SPARKSFARM BUREAU BANK      ,Y,N20120613
121301015FST,HAW HONO FIRST HAWAIIAN BANK     ,Y,Y
121301028BK,HAW HONO BANK OF HAWAII     ,Y,Y
121301578CENT,PAC HONO CENTRAL PACIFIC BANK     ,Y,Y
121301772HAW,NATL HONO HAWAII NATIONAL BANK     ,Y,Y
121302357FST,FNDN BK IRVINEFIRST FOUNDATION BANK     ,N,Y20150615
121302360OHANA,PACIF BK HI OHANA PACIFIC BANK    ,Y,N20111219
121302373BK,FSM MICRONESIA BANK OF THE FSM    ,Y,N20091028
121403049CY,"TRUST BK SAIP CITY TRUST BANK, INC   ",Y,Y20031218
121403078BANK,OF SAIPAN BANK OF SAIPAN     ,Y,Y20030527
121404022ANZ,"GUAM INC ANZ GUAM, INC     ",Y,N20110908
121405115BK,GM SF BANK OF GUAM     ,Y,Y
121405199ALLIED,"BKG CORP GUALLIED BANKING CORPORATION,GUAM BR    ",Y,Y20040209
121405212ANZ,"GUAM INC ANZ GUAM, INC     ",Y,N20130326
122000496UNION,"LA AKA UBOC MUFG UNION BANK, NA   ",Y,Y20140630
122004162BK,TOK MIT UFJ LTDTHE BANK OF TOKYO-MITSUBISHI UFJ LTD ,Y,N20060104
122016066CY,NATL BK LA CITY NATIONAL BANK    ,Y,Y20090729
122031902MIZUHO,"BK LTD MIZUHO BANK, LTD     ",Y,N20130628
122034103FAR,EST NATL LA FAR EAST NATIONAL BANK   ,Y,Y
122035199BANC,POP DE PR LA BANCO POPULAR NORTH AMERICA  ,N,Y20141107
122037061ST,BK IND LA STATE BANK OF INDIA   ,Y,N20100611
122037100WOORI,"BK LA WOORI BANK, LOS ANGELES AGENCY   ",Y,N20020801
122037676KASIKORNBANK,"LA KASIKORNBANK, LA AGENCY      ",Y,SN20060613
122038086UTD,OVER BK LTD LAUNITED OVERSEAS BANK LIMITED   ,Y,N
122038251WILSHIRE,BANK WILSHIRE BANK       ,Y,Y20131003
122038277EW,BK SMRINO EAST WEST BANK     ,Y,SN20100422
122038442MELLON,"FST BUS BK US BANK, NA    ",Y,N20140303
122038691BK,OF NY TR CO BANK OF NEW YORK MELLON TRUST,Y,Y20080715
122038756PHIL,"NATL LA PHILIPPINE NATIONAL BANK, LA BRANCH   ",Y,Y20100910
122038837UTD,"MIZ LTD LA MIZRAHI TEFAHOT BANK, LTD   ",Y,Y20060504
122039179UTD,PAC BK CY INDSUNITED PACIFIC BANK    ,Y,Y19991206
122039205CNCB,INTERNATIONALCHINA CITIC BANK INTERNATIONAL      ,Y,SN20130226
122039344ST,BK IND CA LA STATE BANK OF INDIA (CALIFORNIA) ,Y,Y
122039360NATL,BK CA LA NATIONAL BANK OF CALIFORNIA   ,Y,Y
122039399HAN,BK LA HANMI BANK      ,Y,Y
122040799WIN,"LUN BK LTD LA WING LUNG BANK, LTD  ",Y,N20060313
122040922MEGA,ICBC LA MEGA INTERNATIONAL COMMERCIAL BANK    ,Y,Y20070620
122041125SHIZ,"BK LTD LA SHIZUOKA BANK, LTD    ",Y,SN
122041219CATALYST,CORP FCU CATALYST CORPORATE FCU     ,Y,N20130326
122041235BBCN,BANK BBCN BANK       ,Y,Y20111205
122041358DB,NATL TR CO DEUTSCHE BANK NATIONAL TRUST COMPANY  ,Y,SY20050208
122041523CEDARS,BK LA PACIFIC WESTERN BANK     ,Y,N20141107
122041594SUMI,MIT BK COR LASUMITOMO MITSUI BANKING CORPORATION   ,Y,Y20010416
122041646SHINHAN,BANK AM SHINHAN BANK AMERICA     ,Y,N20141107
122041662BK,"CHINA LA BANK OF CHINA, LOS ANGELES BRANCH  ",Y,N20141107
122041727BBCN,BANK BBCN BANK       ,Y,N20120523
122041882HU,"NAN COML LTD LAHUA NAN COMMERCIAL BANK, LTD  ",Y,N20141107
122041895FST,"COML LA FIRST COMMERCIAL BANK, LA BRANCH   ",Y,N20110418
122041989HAB,BK AG ZUR LA HABIB AMERICAN BANK   ,Y,N
122042001CHA,"HWA COML LA CHANG HWA COMMERCIAL BANK, LTD  ",Y,N
122042069WILSHIRE,BANK WILSHIRE BANK       ,Y,N20140516
122042072BK,"EST ASIA LA BANK OF EAST ASIA, LTD  ",Y,N20040719
122042124KRU,"THAI BK LTD LAKRUNG THAI BANK, LIMITED   ",Y,N
122042153SHANG,"COM BK ALHAMSHANGHAI COMMERCIAL BANK, LTD (SF)   ",Y,N20030625
